sep=;
TÍTULO;AUTOR;AUTOR INSTITUCIONAL;AÑO;EDITOR;REUNIÓN;SIGNATURA;CÓDIGO DOC;ICS;DESCRIPTORES;RESUMEN
"Papel y cartón. Determinación de la resistencia a la tracción después de la inmersión en agua";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2004";"";"";"";"IRAM-ATIPCA P 3127 NM-ISO 3781";"85.060";"Papel; Cartón; Métodos de determinación; Resistencia a la tracción; Inmersión en agua";""
"Ladrillos y bloques cerámicos para la construcción de muros. Método de ensayo para la determinación de la capacidad de absorción de agua por inmersión en agua fría y en agua hirviendo";"";"Instituto Argentino de Normalizacion y Certificación (IRAM)";"2006";"";"";"";"IRAM 12588";"91.100.20";"Materiales de construcción; Ladrillos; Bloques; Materiales cerámicos; Muros; Métodos de ensayos; Determinación; Capacidad de absorción; Inmersión en agua";""
"Microbiology of food and animal feeding stuffs -- Horizontal method for the enumeration of yeasts and moulds -- Part 1: Colony count technique in products with water activity greater than 0,95";"";"International Organization for Standardization (ISO)";"2008";"";"";"";"ISO 21527-1";"07.100.30";"Contaminacion de alimentos; Microbiología de alimentos; Alimentos; Alimentación animal; Métodos microbiológicos; Métodos horizontales; Detección; Enumeracion; Levaduras; Mohos; Recuento bacteriano; Acitividad del agua";""
"Microbiology of food and animal feeding stuffs -- Horizontal method for the enumeration of yeasts and moulds -- Part 2: Colony count technique in products with water activity less than or equal to 0,95";"";"International Organization for Standardization (ISO)";"2008";"";"";"";"ISO 21527-2";"07.100.30";"Contaminacion de alimentos; Microbiología de alimentos; Alimentos; Alimentación animal; Métodos microbiológicos; Métodos horizontales; Detección; Enumeracion; Levaduras; Mohos; Recuento bacteriano; Acitividad del agua";""
"Textiles. Determinación del formaldehído. Parte 1: Formaldehído libre o hidrolizado (método por extracción con agua)";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2005";"";"";"";"IRAM 25729-1";"59.080.01";"Materiales textiles; Métodos de determinación; Formaldehido; Hidrólisis";""
"Cigarettes -- Determination of water in smoke condensates -- Part 1: Gas-chromatographic method";"";"International Organization for Standardization (ISO)";"2000";"";"";"";"ISO 10362-1";"65.160";"Cigarrillos; Humo; Métodos de determinación; Agua; Condensado; Cromatografía gaseosa; Tabaco";""
"Cigarettes -- Determination of water in smoke condensates -- Part 2: Karl Fischer method";"";"International Organization for Standardization (ISO)";"1994";"";"";"";"ISO 10362-2";"65.160";"Cigarrillos; Humo; Métodos de determinación; Agua; Condensado; Método de Karl Fisher; Tabaco";""
"Código de práctica para la instalación y funcionamiento de sistemas de calentamiento de agua, que operan con energía solar";"";"Instituto Argentino de Normalizacion y Certificación (IRAM)";"1988";"";"";"";"IRAM 210005";"27.160.00";"Instalaciones sanitarias; Agua caliente; Energía solar; Colectores solares; Códigos de buena práctica";""
"Tubos de polietileno (PE) para suministro de agua o conducción de líquidos cloacales bajo presión. Requisitos";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2009";"";"";"";"IRAM 13485:2009";"23.040.20; 91.140.60; 93.025";"Plásticos; Polietileno; Tuberías; Tubos; Abastecimiento de agua; Líquidos cloacales; Agua potable; Presion; Requisitos; Métodos de ensayo";""
"Solar heating -- Domestic water heating systems -- Part 2: Outdoor test methods for system performance characterization and yearly performance prediction of solar-only systems";"";"International Organization for Standardization (ISO)";"1995";"";"";"";"ISO 9459-2";"27.160; 97.100.99";"Energia sola; Calentadores solares; Instalaciones sanitarias; Abastecimiento de agua; Métodos de ensayo; Caracterización; Predicción; Performance; Eficiencia energética";""
"Morteros para el tomado de juntas (pastinas). Determinación de la absorción de agua";"";"Instituto Argentino de Normalizacion y Certificación (IRAM)";"2006";"";"";"";"IRAM 45075";"91.100.10; 91.200.25";"Materiales de construcción; Morteros; Juntas; Pastinas; Métodos de determinación; Absorción de agua";""
"Cueros y calzados. Ensayos físicos y mecánicos. Determinación de la resistencia al agua del cuero flexible";"";"Instituto Argentino de Normalizacion y Certificación (IRAM)";"2008";"";"";"";"IRAM 8565 ISO 5403";"59.140.30";"Cueros; Calzado; Metodos de determinación; Resistencia de materiales; Agua; Ensayos físicos; Ensayos mecánicos";""
"Placas de escayola para techos suspendidos. Definiciones, especificaciones y métodos de ensayo";"";"Asociación Española de Normalización y Certificación (AENOR)";"2007";"";"";"";"UNE-EN 14246";"91.060.30; 91.100.10-20";"Materiales de construcción; Yeso; Placas; Techos suspendidos; Terminología; Requisitos; Métodos de ensayo";""
"Water quality -- Determination of biochemical oxygen demand after n days (BODn) -- Part 2: Method for undiluted samples";"";"International Organization for Standardization (ISO)";"2003";"";"";"";"ISO 5815-2";"13.060.50";"Agua; Calidad; Demanda bioquímica de oxígeno";""
"Petroleum products -- Determination of the filterability of lubricating oils -- Part 2: Procedure for dry oils";"";"International Organization for Standardization (ISO)";"2005";"";"";"";"ISO 13357-2";"75.100";"Petróleo; Productos de petróleo; Lubricantes; Determinación; Filtrabilidad; Aceites sin agua";""
"Strömungstechnische Kenngrößen von Stellventilen und deren Bestimmung";"";"Verein Deutscher Ingenieure (VDI) // Verband der Elektrotechnik Elektronik Informationstechnik (VED)";"2007";"";"";"";"VDI/VDE 2173";"23.060.40";"Valvulas; Caudal de agua; Determinacion";""
"Carpintería de obra. Ventanas exteriores. Requisitos básicos y clasificación";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2001";"";"";"";"IRAM 11507-1";"91.060.50";"Construcciones; Edificios; Carpintería de obra; Ventanas; Clasificación; Requisitos";""
"Materiales de construcción. Método de ensayo de la permeabilidad al vapor de agua";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2001";"";"";"";"IRAM 1735";"91.100.60";"Construcciones; Materiales de construcción; Métodos de ensayo; Permeabilidad; Vapor de agua";""
"Durabilidad de los edificios. Deterioros producidos por el agua en edificios no industriales. Condiciones generales";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"1976";"";"";"";"IRAM 11547";"91.040.01";"Construcciones; Edificios; Durabilidad; Humedad";""
"Water quality -- Determination of the chemical oxygen demand index (ST-COD) -- Small-scale sealed-tube method";"";"International Organization for Standardization (ISO)";"2002";"";"";"";"ISO 15705";"13.060.50";"Agua; Calidad; Demanda química de oxígeno; Métodos de determinación; Tubo cerrado";""
"Deutsche Einheitsverfahren zur Wasser-, Abwasser- und Schlammuntersuchung - Schlamm und Sedimente (Gruppe S) - Teil 19: Bestimmung der wasserdampfflüchtigen organischen Säuren (S 19)";"";"Deutsches Institut für Normung (DIN)";"1999";"";"";"";"DIN 38414-19";"13.060.50";"Analisis de agua; Aguas residuales; Sedimentos; Lodos; Determinacion; Acidos organicos; Vapor de agua";""
"Agentes tensioactivos. Determinación del grado de biodegradabilidad última";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"1994";"";"";"";"IRAM 25610";"71.100.40";"Tensioactivos; Métodos de determinación; Biodegradabilidad; Sustancias orgánicas";""
"Detergentes sintéticos. Métodos de ensayo de residuo sobre tamiz de los materiales insolubles en agua y de los materiales insolubles en hidróxido de sodio";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"1976";"";"";"";"IRAM 25614";"71.100.40";"Tensioactivos; Detergentes sintéticos; Métodos de ensayo; Materiales insolubles; Agua; Hidróxido de sodio; Tamices";""
"Productos químicos para uso doméstico. Agua lavandina (solución de hipoclorito de sodio). Parte 3: Determinación de la alcalinidad libre y de la alcalinidad total";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2005";"";"";"";"IRAM 41173-3";"71.060.50; 71.100.35; 71.100.80";"Productos químicos; Agua lavandina; Hipoclorito de sodio; Métodos de determinación; Alcalinidad libre; Alcalinidad total";""
"Auxiliares textiles. Métodos de ensayo de los auxiliares textiles usados como humectantes para fibras textiles, en baños de aguas duras y en baños de otros electrolitos";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"1962";"";"";"";"IRAM 25711";"59.040.00";"Auxiliares textiles; Métodos de ensayo; Humectantes; Fibras textiles; Aguas duras; Electrolitos";""
"Water quality -- Determination of total cyanide and free cyanide by continuous flow analysis";"";"International Organization for Standardization (ISO)";"2002";"";"";"";"ISO 14403";"13.060.50";"Agua; Calidad; Cianuro; Métodos de determinación; Análsis de suelos; Análisis de flujo continuo";""
"Manómetros para matafuegos manuales y sobre ruedas. A base de polvo o de agua bajo presión";"";"Instituto Argentino de Normalizacion y Certificación (IRAM)";"1993";"";"";"";"IRAM 3533";"13.220.10";"Fuego; Incendios; Extinguidores; Manómetros; Requisitos";""
"Water quality -- Measurement of biochemical parameters -- Spectrometric determination of the chlorophyll-a concentration";"";"International Organization for Standardization (ISO)";"1992";"";"";"";"ISO 10260";"13.060.50";"Agua; Calidad; Mediciones; Bioquímica; Ensayos biológicos; Clorofila; Métodos de determinación; Espectroscopía; Concentración";""
"Baldosas cerámicas. Parte 3: Determinación de la absorción de agua, de la porosidad abierta, de la densidad relativa aparente, y de la densidad aparente. (ISO 10545-3:1995, incluye Corrigendum Técnico 1:1997)";"";"Asociación Española de Normalización y Certificación (AENOR)";"1997";"";"";"";"UNE-EN ISO 10545-3";"91.100.23";"Métodos de determinación; Baldosas cerámicas; Absorción de agua; Porosidad; Densidad ";""
"";"";"";"";"";"";"";"";"";"";""
"Residuos de plaguicidas órgano-fosforados. Método de determinación en alimentos no grasos con contenido de agua mayor del 70";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"1982";"";"";"";"IRAM 23029-1:1982";"13.030.30 Residuos especiales; 65.100.10 Insecticidas";"Pesticidas; Residuos de pesticidas; Métodos de determinación; Alimentos no grasos; Agua";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"Hormigón de cemento pórtland. Agresividad del agua en contacto con estructuras. Determinación del grado de agresividad al carbonato de calcio por el método de Heyer modificado";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"1998";"";"";"";"IRAM 1708-1";"91.100.30";"Materiales de construcción; Hormigones; Cemento pórtland; Estructuras de hormigón; Métodos de determinación; Métodos modificados; Método de Heyer; Carbonato de calcio; Agua";""
"Hormigón. Agresividad de suelos en contacto con estructuras de hormigón. Métodos de ensayo para determinar sulfatos solubles en agua y en ácido";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2010";"";"";"";"IRAM 1873";"91.100.30";"Materiales de construccion; Hormigones; Estructuras de hormigón; Metodos de ensayo; Determinación; Sulfatos solubles; Agua; Acidos; Suelos";""
"Hormigón. Agresividad del agua en contacto con estructuras. Métodos de ensayo para determinar pH, sulfatos solubles, magnesio y amonio";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2004";"";"";"";"IRAM 1872";"91.100.30";"Materiales de construccion; Hormigones; Estructuras de hormigón; Metodos de ensayo; Determinación; Sulfatos Solubles; Magnesio; Amoniaco; Agua";""
"Métodos de ensayo de cementos. Parte 10: Determinación del contenido de cromo (VI) soluble en agua en cementos";"";"Asociación Española de Normalización y Certificación (AENOR)";"2008";"";"";"";"UNE-EN 196-10";"91.100.10-10; 91.100.30";"Materiales de construcción; Cementos; Métodos de ensayo; Determinación; Metales solubles; Cromo(VI); Agua";""
"Lavarropas eléctricos. Parte 3 - Etiquetado de eficiencia energética";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2008";"";"";"";"IRAM 2141-3:2008";"97.060.00 Artefactos para lavandería";"Etiquetado; Eficiencia energética; Lavarropas eléctricos; Equipos electrodomésticos; Lavarropas; Corriente eléctrica; Consumo de energía; Lavado; Capacidad; Consumo de agua; Ruido; Calentamiento; Consumidores";""
"Textiles -- Tests for colour fastness -- Part E01: Colour fastness to water";"";"International Organization for Standardization (ISO)";"2010";"";"";"";"ISO 105-E01:2010";"59.080.01";"Materiales textiles; Métodos de determinación; Ensayos; Color; Solidez; Inmersión; Agua";""
"";"";"";"";"";"";"";"";"";"";""
"Aislamiento térmico de edificios. Verificación de sus condiciones higrotérmicas. Verificación del riesgo de condensación de vapor de agua superficial e intersticial en los paños centrales de muros exteriores, pisos y techos de edificios en general";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2000";"";"";"";"IRAM 11625";"91.120.10 Aislamiento térmico de edificios";"Edificios; Aislación térmica; Condiciones higrotérmicas; Riesgos; Condensación; Vapor de agua; Muros; Pisos; Techos";""
"Aislamiento térmico de edificios. Verificación de sus condiciones higrotérmicas. Verificación del riesgo de condensación de vapor de agua superficial e intersticial en puntos singulares de muros exteriores, pisos y techos de edificios en general";"";"Instituto Argentino de Normalización y Certificación (IRAM)";"2000";"";"";"";"IRAM 11630";"91.120.10 Aislamiento térmico de edificios";"Edificios; Aislación térmica; Condiciones higrotérmicas; Riesgos; Condensación; Vapor de agua; Muros; Pisos; Techos";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
"Agua de amasado para hormigón. Especificaciones para la toma de muestras, los ensayos de evaluación y aptitud al uso incluyendo las aguas de lavado de las instalaciones de reciclado de la industria del hormigón, así como el agua de amasado para hormigón";"";"Asociación Española de Normalización y Certificación (AENOR)";"2007";"";"";"";"UNE-EN 1008";"91.100.30 Hormigón y productos de hormigón";"Materiales de construcción; Hormigones; Industria del hormigón; Agua; Agua de amasado; Especificaciones; Métodos de ensayo; Muestras; Evaluación; Lavado; Instalaciones; Reciclado";""
"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";""
